央视频道,#genre#
CCTV1,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226415/1.m3u8
CCTV1,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226443/1.m3u8
CCTV1,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226556/1.m3u8
CCTV1,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226746/1.m3u8
CCTV1,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226748/1.m3u8
CCTV1,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226750/1.m3u8
CCTV1,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226896/1.m3u8
CCTV1,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227086/1.m3u8
CCTV1,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227090/1.m3u8
CCTV1,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227117/1.m3u8
CCTV1,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227139/1.m3u8
CCTV1,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227190/1.m3u8
CCTV1,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227260/1.m3u8
CCTV2,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226417/1.m3u8
CCTV2,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226468/1.m3u8
CCTV2,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226608/1.m3u8
CCTV2,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226843/1.m3u8
CCTV2,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226929/1.m3u8
CCTV2,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226980/1.m3u8
CCTV2,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227119/1.m3u8
CCTV2,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227206/1.m3u8
CCTV3,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226898/1.m3u8
CCTV3,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227058/1.m3u8
CCTV3,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227065/1.m3u8
CCTV3,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227121/1.m3u8
CCTV3,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227141/1.m3u8
CCTV4,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226432/1.m3u8
CCTV4,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226517/1.m3u8
CCTV4,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226636/1.m3u8
CCTV4,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226845/1.m3u8
CCTV4,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226995/1.m3u8
CCTV4,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227064/1.m3u8
CCTV4,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227123/1.m3u8
CCTV4,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227208/1.m3u8
CCTV5,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226900/1.m3u8
CCTV5,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227021/1.m3u8
CCTV5,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227125/1.m3u8
CCTV5,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227126/1.m3u8
CCTV5,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227143/1.m3u8
CCTV5+,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226445/1.m3u8
CCTV5＋,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226611/1.m3u8
CCTV5+,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226912/1.m3u8
CCTV5+,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227092/1.m3u8
CCTV5+,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227204/1.m3u8
CCTV5+,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227218/1.m3u8
CCTV6,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226847/1.m3u8
CCTV6,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227060/1.m3u8
CCTV6,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227128/1.m3u8
CCTV6,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227192/1.m3u8
CCTV6,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227210/1.m3u8
CCTV7,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226640/1.m3u8
CCTV7,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226915/1.m3u8
CCTV7,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226925/1.m3u8
CCTV7,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227067/1.m3u8
CCTV7,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227127/1.m3u8
CCTV7,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227145/1.m3u8
CCTV8,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226902/1.m3u8
CCTV8,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226903/1.m3u8
CCTV8,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227130/1.m3u8
CCTV8,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227147/1.m3u8
CCTV8,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227194/1.m3u8
CCTV9,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226470/1.m3u8
CCTV9,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226849/1.m3u8
CCTV9,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226923/1.m3u8
CCTV9,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226976/1.m3u8
CCTV9,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227129/1.m3u8
CCTV9,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227149/1.m3u8
CCTV10,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226462/1.m3u8
CCTV10,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226604/1.m3u8
CCTV10,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226904/1.m3u8
CCTV10,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226907/1.m3u8
CCTV10,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226966/1.m3u8
CCTV10,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227151/1.m3u8
CCTV10,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227196/1.m3u8
CCTV11,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226558/1.m3u8
CCTV11,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226851/1.m3u8
CCTV11,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226958/1.m3u8
CCTV11,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227131/1.m3u8
CCTV11,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227153/1.m3u8
CCTV12,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226439/1.m3u8
CCTV12,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226606/1.m3u8
CCTV12,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226906/1.m3u8
CCTV12,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226913/1.m3u8
CCTV12,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226921/1.m3u8
CCTV12,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227155/1.m3u8
CCTV12,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227198/1.m3u8
CCTV13,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226481/1.m3u8
CCTV13,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226853/1.m3u8
CCTV13,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227019/1.m3u8
CCTV13,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227133/1.m3u8
CCTV13,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227157/1.m3u8
CCTV14,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226464/1.m3u8
CCTV14,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226571/1.m3u8
CCTV14,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226908/1.m3u8
CCTV14,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226974/1.m3u8
CCTV14,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226978/1.m3u8
CCTV14,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227159/1.m3u8
CCTV14,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227200/1.m3u8
CCTV15,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226498/1.m3u8
CCTV15,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226855/1.m3u8
CCTV15,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226927/1.m3u8
CCTV15,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227135/1.m3u8
CCTV15,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227212/1.m3u8
CCTV16,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226773/1.m3u8
CCTV16,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226834/1.m3u8
CCTV16,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226910/1.m3u8
CCTV16,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227202/1.m3u8
CCTV16,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227214/1.m3u8
CCTV17,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226565/1.m3u8
CCTV17,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226567/1.m3u8
CCTV17,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226594/1.m3u8
CCTV17,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226613/1.m3u8
CCTV17,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226857/1.m3u8
CCTV17,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227137/1.m3u8
CCTV17,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227216/1.m3u8
CGTN,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226972/1.m3u8

卫视频道,#genre#
北京卫视,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226419/1.m3u8
北京卫视,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226449/1.m3u8
北京卫视,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226574/1.m3u8
北京卫视,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226871/1.m3u8
北京卫视,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227062/1.m3u8
北京卫视,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227068/1.m3u8
北京卫视,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227205/1.m3u8
北京卫视,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227226/1.m3u8
湖南卫视,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226421/1.m3u8
湖南卫视,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226480/1.m3u8
湖南卫视,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226532/1.m3u8
湖南卫视,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226936/1.m3u8
湖南卫视,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226999/1.m3u8
湖南卫视,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227074/1.m3u8
湖南卫视,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227223/1.m3u8
湖南卫视,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227232/1.m3u8
江苏卫视,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226423/1.m3u8
江苏卫视,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226505/1.m3u8
江苏卫视,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226638/1.m3u8
江苏卫视,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226930/1.m3u8
江苏卫视,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227003/1.m3u8
江苏卫视,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227070/1.m3u8
江苏卫视,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227225/1.m3u8
江苏卫视,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227234/1.m3u8
浙江卫视,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226427/1.m3u8
浙江卫视,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226541/1.m3u8
浙江卫视,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226618/1.m3u8
浙江卫视,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226932/1.m3u8
浙江卫视,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227072/1.m3u8
浙江卫视,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227078/1.m3u8
浙江卫视,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227238/1.m3u8
浙江卫视,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227266/1.m3u8
东方卫视,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226434/1.m3u8
东方卫视,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226453/1.m3u8
东方卫视,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226610/1.m3u8
